platsfr;platsti;unespar;sparnr;bdl;kmfr;meterfr;bdl;kmti;meterti;spm;objnr;radie;Km+m;Km+m_ti
Rk;Lh;U;;813;400;121;813;400;410;290;13193;2910;400,1205001;400,4101002
Hän;Hän;E;1;233;400;222;233;400;251;29;24243;524;400,221964;400,2505867
Fv;Fv;;3;524;400;240;524;400;258;18;28010;-800;400,24;400,258
Hän;Hän;;2;233;400;267;233;400;294;27;33463;520;400,267;400,294
Fv;Fv;;3;524;400;344;524;400;375;31;28011;-400;400,344;400,375
Fv;Fv;E;106-105;524;400;387;524;400;406;19;28013;-300;400,387;400,406
Fv;Fv;E;106-105;524;400;420;524;400;481;61;28014;-500;400,42;400,48112
Hän;Hän;E;1;233;400;430;233;400;465;36;24244;-532;400,4295867;400,465361
Fv;Fv;;3;524;400;436;524;400;452;16;28012;-301;400,436;400,452
Yl;Öhlg;E;;264;400;451;264;400;500;49;4979;-1010;400,451;400,49999
Hän;Hän;;2;233;400;473;233;400;510;37;33464;-537;400,473;400,51
Fv;Fv;E;3;524;400;481;524;400;593;112;28014;-500;400,48057;400,593
Öhlg;Öhlg;E;;264;400;500;264;400;835;335;4979;-1010;400,49999;400,8350001
Ar;Ot;E;;631;400;568;631;400;822;254;20324;875;400,5678541;400,8220476
Fv;Fv;E;3;524;400;633;524;400;943;310;28015;-435;400,633;400,943
Hän;Hän;;2;233;400;640;233;400;680;40;33465;-600;400,64;400,68
Hän;Hän;E;1;233;400;817;233;400;920;103;24245;-393;400,8171003;400,92001
Vgå;Agg;U;;611;400;893;611;400;993;100;10307;1542;400,893;400,993
Hän;Hnl;E;;233;400;920;233;401;202;280;24245;-393;400,92001;401,2017266
Vgå;Agg;N;;611;400;925;611;400;952;27;10239;1429;400,925;400,952
Fv;Fv;E;3;524;400;963;524;401;93;123;33691;-446,2;400,962963;401,093471
Agg;Agg;;5;611;401;35;611;401;75;40;38799;1150;401,03516;401,074903
Fv;Fv;E;20;524;401;93;524;401;287;194;33691;-446,2;401,093471;401,287009
Ltr;Hnn;E;;216;401;140;216;401;180;40;3383;-960;401,14;401,18
Agg;Agg;;5;611;401;211;611;401;234;23;38800;-600;401,211073;401,233836
Öx;Thn;U;;635;401;248;635;404;46;2802;31894;-3604,5;401,247776;404,045725
Öx;Thn;N;;635;401;248;635;404;46;2798;31998;-3600;401,247786;404,045535
Fv;Vdv;E;;391;401;287;391;401;339;52;33691;-446,2;401,287009;401,339
Agg;Agg;;4;611;401;293;611;401;343;51;38796;-760;401,29253;401,343122
Agg;Agg;;1;611;401;293;611;401;343;51;38793;760;401,292776;401,343368
Fv;Vdv;E;;391;401;360;391;401;415;55;33848;-433;401,359999;401,415
Hän;Hnl;E;;233;401;408;233;401;764;357;24246;400;401,4077266;401,7643254
Öhlg;Öhlg;E;;264;401;528;264;401;652;124;4980;394;401,5280048;401,6520101
Ar;Ot;E;;631;401;530;631;402;144;624;20325;1340;401,5295784;402,1436568
Fv;Vdv;E;;391;401;590;391;401;934;344;6220;592;401,590348;401,934001
Öhlg;Öhl;E;;264;401;652;264;401;712;60;4980;394;401,6520101;401,712005
Ltr;Hnn;E;;216;401;811;216;402;281;470;3384;-1757;401,811;402,2811599
Agg;Agg;U;3;611;401;908;611;401;967;60;39186;99000;401,907652;401,967322
Agg;Agg;N;2;611;401;914;611;401;966;53;39184;99000;401,913769;401,966457
Agg;Agg;;4;611;401;920;611;401;956;36;38797;60000;401,919608;401,955771
Agg;Agg;;1;611;401;924;611;401;956;32;38794;60000;401,924353;401,956286
Hän;Hnl;E;;233;401;977;233;402;109;130;24247;-405;401,9773254;402,1085116
Agg;Agg;;1;611;402;12;611;402;62;51;38795;760;402,011878;402,06247
Agg;Agg;;4;611;402;12;611;402;62;51;38798;-760;402,011889;402,062481
Ar;Ot;E;;631;402;168;631;402;210;43;20326;940;402,1676568;402,2102801
Ar;Ot;E;;631;402;268;631;402;318;49;20327;3600;402,2682801;402,3176645
Ar;Ot;E;;631;402;378;631;402;440;63;20328;1020;402,3776645;402,4403528
Öhlg;Öhl;E;;264;402;382;264;402;904;522;4981;814;402,382;402,904
Rk;Lh;U;;813;402;389;813;402;990;601;13194;-2070;402,3888005;402,9900012
Rk;Lh;N;;813;402;389;813;402;988;599;13046;-2066;402,389;402,988
Hän;Hnl;E;;233;402;534;233;402;579;45;4257;-539;402,534;402,579
Fv;Vdv;E;;391;402;574;391;402;897;323;6223;-2010;402,573572;402,897026
Ltr;Hnn;E;;216;402;595;216;402;640;45;3385;-2375;402,595;402,64
Hän;Hnl;E;;233;402;801;233;402;854;53;4258;494;402,801;402,854
Fv;Vdv;E;;391;402;917;391;402;979;62;39272;-1685;402,917026;402,978544
Agg;Agg;U;3;611;402;932;611;403;35;98;10308;-1567;402,932;403,0350099
Agg;Agg;N;2;611;402;947;611;403;35;83;39185;-1483;402,946773;403,0350105
Agg;A;U;;611;403;35;611;403;83;48;10308;-1567;403,0350098;403,0828078
Agg;A;N;;611;403;35;611;403;159;124;39185;-1483;403,0350105;403,159077
Agg;A;U;;611;403;103;611;403;307;204;10309;-1604;403,1028078;403,3068078
Agg;A;N;;611;403;159;611;403;255;96;10240;-1475;403,159077;403,255
Öhlg;Öhl;E;;264;403;251;264;403;460;209;4982;-398;403,251;403,46
Ltr;Hnn;E;;216;403;268;216;404;85;817;18327;-1600;403,268;404,0854302
Fv;Vdv;E;;391;403;432;391;403;488;56;6224;870;403,431562;403,488004
Rk;Lh;U;;813;403;501;813;403;575;74;13195;2160;403,5007007;403,5747007
Fv;Vdv;E;;391;403;508;391;403;734;226;39273;850;403,508004;403,734269
Rk;Lh;U;;813;403;775;813;403;864;89;13196;-2160;403,7747007;403,8637007
Hän;Hnl;E;;233;403;807;233;403;997;190;4259;-356;403,807;403,997
Öhlg;Öhl;E;;264;403;943;264;404;20;75;4983;-785;403,943;404,0198
Rk;Lh;U;;813;404;42;813;404;164;122;13197;2300;404,0416006;404,164001
Ar;Ot;E;;631;404;73;631;404;777;704;20329;-883;404,0733233;404,7771698
Rk;Lh;N;;813;404;92;813;404;670;578;13047;2350;404,0915;404,6695
Hän;Hnl;E;;233;404;195;233;404;220;25;4260;610;404,1945577;404,21999
Hnl;Hnl;E;2;233;404;220;233;404;228;8;4260;610;404,2199899;404,2279577
Fv;Vdv;E;;391;404;244;391;404;817;573;6225;-444;404,243516;404,816759
Öhlg;Öhl;E;;264;404;317;264;404;420;103;4984;-792;404,317;404,42
Hnl;Hnl;;1;233;404;450;233;404;483;33;33485;-300;404,45;404,483
Hnl;Hnl;;3;233;404;489;233;404;522;33;33480;300;404,4889999;404,5219999
Hnl;Hnl;;1;233;404;490;233;404;523;33;33486;300;404,49;404,523
Ltr;Hnn;E;;216;404;497;216;404;601;104;3389;581;404,497;404,601
Hnl;Hnl;;3;233;404;529;233;404;562;33;33482;-300;404,5289999;404,5619999
Rk;Lh;U;;813;404;544;813;404;633;89;13198;1210;404,5439204;404,6331804
Thn;Thn;N;2;635;404;549;635;404;700;151;31999;3200;404,549079;404,7004861
Thn;Thn;U;1;635;404;549;635;404;700;151;31895;3195,5;404,549331;404,7003971
Hnl;Hnl;E;2;233;404;634;233;404;689;55;4261;633;404,634;404,689
Hnl;Hnl;;3;233;404;666;233;404;721;55;33483;628;404,6659999;404,7209999
Hnl;Hnl;;1;233;404;666;233;404;722;56;33487;637,5;404,666;404,722
Thn;Thn;U;1;635;404;700;635;404;723;23;31895;3195,5;404,7003969;404,723092
Thn;Thn;N;2;635;404;700;635;404;723;23;31999;3200;404,7004861;404,72336
Thn;Thn;;sky1;635;404;717;635;404;722;5;38034;3196;404,717013;404,721865
Thn;Thn;;sky2;635;404;717;635;404;722;5;38035;3200;404,717115;404,722072
Ltr;Hnn;E;;216;404;825;216;405;168;327;3390;-585;404,825;405,1680601
Ar;Ot;E;;631;404;887;631;404;934;46;20330;-5000;404,8871698;404,9335148
Ar;Ot;E;;631;405;24;631;405;93;69;20332;-986;405,023831;405,0932298
Agg;A;U;;611;405;110;611;405;270;160;10310;9362;405,11;405,27
Öhlg;Öhl;E;;264;405;256;264;405;302;46;4985;583;405,256;405,302
Hnl;Hnl;;3;233;405;348;233;405;373;25;33484;-300;405,348;405,372563
Thn;Thn;;3;635;405;357;635;405;379;22;35655;-650;405,356824;405,379133
Ltr;Hnn;E;;216;405;369;216;405;473;104;3391;700;405,3690601;405,4730601
Agg;A;U;;611;405;370;611;405;740;370;10311;-11256;405,37;405,74
Fv;Vdv;E;;391;405;371;391;405;408;37;6226;804;405,371258;405,408496
Thn;Thn;N;2;635;405;388;635;405;574;187;34030;18000;405,387635;405,574329
Thn;Thn;;3;635;405;419;635;405;449;30;35656;1200;405,419133;405,449193
Thn;Thn;U;1;635;405;438;635;405;517;79;34029;13400;405,43796;405,517177
Thn;Thn;;3;635;405;533;635;405;630;97;35657;2900;405,533206;405,629998
Hnl;Hnl;E;2;233;405;591;233;405;645;54;4262;591;405,591;405,64501
Hnl;Hsd;E;;233;405;645;233;405;806;161;4262;591;405,64501;405,806
Thn;Thn;;4;635;405;705;635;405;725;20;35662;880;405,705257;405,725286
Thn;Thn;;3;635;405;742;635;405;851;109;35658;1500;405,74221;405,851317
Ltr;Hnn;E;;216;405;821;216;405;861;40;3392;-1059;405,821;405,861073
Thn;Thn;N;2;635;405;839;635;406;92;250;34031;-2400;405,838876;406,09163
Agg;A;U;;611;405;850;611;405;980;130;10312;10029;405,85;405,98
Thn;Thn;;4;635;405;850;635;405;877;26;35663;370;405,850482;405,876852
Thn;Thn;U;1;635;405;852;635;406;92;238;11261;-2300;405,851633;406,091892
Fv;Vdv;E;;391;405;861;391;405;949;88;6227;-795;405,86068;405,949147
Thn;Thn;;3;635;405;871;635;405;950;79;35659;-540;405,871268;405,949781
Thn;Thn;;4;635;405;897;635;405;918;20;35664;-400;405,897453;405,917911
Ar;Ot;E;;631;405;980;631;406;91;111;20333;1480;405,9802528;406,0913852
Thn;Thn;;3;635;405;987;635;406;37;48;35660;-1800;405,987332;406,037483
Thn;Thn;;3;635;406;37;635;406;123;85;35661;-2291;406,037483;406,122574
Öhlg;Öhl;E;;264;406;129;264;406;149;20;4986;489;406,129;406,149
Lh;Grd;N;;813;406;222;814;406;648;426;13048;-2246;406,222;406,64799
Lh;Grd;U;;813;406;225;813;406;648;423;13201;-2250;406,22536;406,6479893
Ltr;Hnn;E;;216;406;311;216;406;618;307;3393;587;406,311;406,618
Thn;Thn;N;2;635;406;434;635;406;790;355;32469;729,5;406,434405;406,789547
Thn;Thn;U;1;635;406;435;635;406;789;354;11263;725;406,43463;406,788687
Ar;Ot;E;;631;406;479;631;406;716;237;20334;2810;406,4788874;406,7163094
Öhlg;Öhl;E;;264;406;548;264;406;756;208;4987;-1006;406,548;406,756
Fv;Vdv;E;;391;406;556;391;406;619;63;6228;455;406,555549;406,618501
Grd;Grd;U;3;813;406;648;813;406;744;96;13201;-2250;406,6479897;406,74375
Grd;Grd;N;2;813;406;648;813;406;746;98;13048;-2246;406,6479897;406,746
Fv;Vdv;E;;391;406;661;391;406;685;24;6229;569;406,660501;406,684862
Fv;Vdv;E;;391;406;760;391;406;840;80;6230;428;406,759862;406,839652
Ltr;Hnn;E;;216;406;825;216;407;2;177;3394;-572;406,825;407,0019893
Hnl;Hsd;E;;233;406;943;233;407;301;357;4263;401;406,943;407,301004
Ar;Ot;E;;631;406;971;631;407;4;36;20335;-2760;406,9714292;407,0039902
Thn;Thn;;117-118;635;406;987;635;406;990;3;33130;-1200;406,987279;406,990314
Hnn;Hnn;E;2;216;407;2;216;407;38;36;3394;-572;407,0019893;407,038
Ot;Ot;E;;631;407;4;631;407;53;49;20335;-2760;407,0039902;407,0530342
Öhl;Srn;E;;264;407;50;264;407;70;20;4988;1623;407,05;407,07
Grd;Grd;;1;813;407;158;813;407;209;51;24525;760;407,1583;407,20889
Hnn;Hnn;E;2;216;407;233;216;407;275;42;3395;614;407,233;407,275
Hnn;Hnn;E;2;216;407;345;216;407;348;3;3396;1775;407,345;407,348345
Hnn;Hnn;E;2;216;407;348;216;407;403;55;3396;1775;407,348345;407,403281
Hnn;Hnn;E;2;216;407;403;216;407;429;26;3396;1775;407,403281;407,429
Hnn;Hnn;E;2;216;407;489;216;407;585;96;3397;864;407,489;407,585
Fv;Vdv;E;;391;407;502;391;407;946;444;6231;-891;407,502051;407,946065
Hnl;Hsd;E;;233;407;512;233;407;941;429;4264;-398;407,5120008;407,9410008
Agg;A;N;;611;407;615;611;407;885;270;10241;-1009;407,615;407,885
Agg;A;U;;611;407;620;611;407;893;273;10313;-1016;407,62;407,893
Grd;Grd;;1;813;407;620;813;407;620;0;24526;99999;407,62018;407,6202102
Thn;Veas;N;;635;407;643;635;408;421;777;32470;2500;407,643366;408,420825
Thn;Veas;U;;635;407;653;635;408;424;770;33127;2495,5;407,653227;408,423892
Ot;Åt;E;;631;407;655;631;407;948;293;20336;585,5;407,6550165;407,9475182
Öhl;Srn;E;;264;407;823;264;407;947;124;4989;-990;407,823;407,947
Grd;Grd;;1;813;407;884;813;407;934;51;24527;760;407,88357;407,93414
Hnn;Hnn;E;2;216;408;64;216;408;97;33;3398;-1400;408,064;408,097
Hnl;Hsd;E;;233;408;144;233;408;291;147;4265;547;408,1441628;408,2909628
Agg;A;U;;611;408;346;611;408;424;78;10314;1883;408,346;408,424
Agg;A;N;;611;408;350;611;408;470;120;10242;2019;408,35;408,47
Hnn;Hnn;E;2;216;408;379;216;408;433;54;23868;-581;408,379;408,43301
Ot;Åt;E;;631;408;420;631;408;897;477;20337;-2800;408,4201476;408,8967942
Hnn;Hnb;E;;216;408;433;216;408;609;176;23868;-581;408,43301;408,609
Fv;Vdv;E;;391;408;487;391;408;600;113;6232;-2700;408,487031;408,599853
Hnl;Hsd;E;;233;408;806;233;408;891;85;4266;1740;408,806;408,891
Agg;A;N;;611;408;920;611;409;59;140;10243;3025;408,92;409,0592002
Agg;A;U;;611;408;986;611;409;106;119;10315;3074;408,986;409,1057002
Fv;Vdv;E;;391;409;92;391;409;376;284;6233;1423;409,092118;409,376411
Hnl;Hsd;E;;233;409;189;233;409;383;194;4267;492;409,189;409,383
Hnn;Hnb;E;;216;409;328;216;409;371;43;3400;2165;409,328;409,371
Grd;Lns;U;;813;409;386;813;409;498;112;13204;3895,5;409,386;409,49818
Grd;Lns;N;;813;409;386;813;409;498;112;13049;3900;409,3860001;409,4980001
Thn;Veas;U;;635;409;568;635;410;923;1355;33128;-3204,5;409,568076;410,922556
Thn;Veas;N;;635;409;568;635;410;921;1353;32471;-3200;409,568087;410,921079
Hnn;Hnb;E;;216;409;614;216;409;649;35;3401;-878;409,614;409,649
Hnl;Hsd;E;;233;409;641;233;410;171;530;4268;-398;409,641;410,171032
Agg;A;U;;611;409;660;611;410;81;419;10316;1146;409,66;410,0807998
Vdv;Vdv;E;2;391;409;667;391;409;689;22;39274;-25000;409,667125;409,688852
Agg;A;N;;611;409;680;611;410;86;407;10244;1135;409,68;410,0857998
Öhl;Srn;E;;264;409;700;264;409;749;49;4990;-1816;409,7;409,749
Hnn;Hnb;E;;216;409;847;216;409;935;88;3402;587;409,847;409,935
Vdv;Vdv;E;2;391;409;978;391;410;12;34;6234;-1800;409,978;410,012
Ot;Åt;E;;631;410;5;631;410;96;91;20442;590;410,0054247;410,0963937
Vdv;Vdv;E;2;391;410;99;391;410;131;32;23424;1800;410,099;410,131
Öhl;Srn;E;;264;410;120;264;410;305;185;4991;-978;410,12;410,305
Ot;Åt;E;;631;410;317;631;410;414;97;20443;-608;410,3173937;410,4141257
Hnl;Hsd;E;;233;410;337;233;410;834;497;4269;357;410,337032;410,834032
Agg;A;N;;611;410;419;611;410;549;130;10245;-2007;410,4188003;410,5488003
Agg;A;U;;611;410;432;611;410;562;130;10317;-1957;410,4318;410,5618
Hnn;Hnb;E;;216;410;502;216;410;576;74;3403;1770;410,502;410,576
Vdv;Vdv;E;2;391;410;680;391;410;762;82;39401;1732;410,68;410,761702
Vdv;Vdv;E;2;391;410;762;391;410;783;21;39401;1732;410,761702;410,783039
Agg;A;U;;611;410;822;611;410;936;114;10318;1633;410,8218;410,9358
Agg;A;N;;611;410;839;611;410;969;130;10246;1624;410,8388003;410,9688003
Vdv;Vdv;E;2;391;410;850;391;410;900;50;39402;523;410,850039;410,899542
Grd;Lns;N;;813;410;870;813;411;46;177;13050;-1546;410,87;411,046
Grd;Lns;U;;813;410;871;813;411;49;179;13205;-1550,5;410,87135;411,0488497
Öhl;Srn;E;;264;410;879;264;410;999;120;4992;585;410,879;410,999
Hnn;Hnb;E;;216;411;3;216;411;59;56;3404;697;411,0026802;411,0586802
Ot;Åt;E;;631;411;210;631;411;462;252;20444;870;411,2101613;411,4620211
Agg;A;N;;611;411;247;611;411;315;69;10247;2400;411,246575;411,315488
Öhl;Srn;E;;264;411;284;264;411;351;67;4993;-388;411,284;411,351
Agg;A;U;;611;411;290;611;411;340;50;10319;2293;411,29;411,34
Vdv;Ld;E;;391;411;305;391;411;426;122;39403;-1466;411,304595;411,426255
Hnn;Hnb;E;;216;411;386;216;411;431;45;3405;1131;411,386;411,431
Grd;Lns;N;;813;411;391;813;411;820;429;13051;2040;411,391;411,82
Grd;Lns;U;;813;411;394;813;411;821;427;13207;2035,5;411,3940497;411,8209597
Hnl;Hsd;E;;233;411;449;233;411;483;34;4270;-652;411,449;411,483
Hnn;Hnb;E;;216;411;539;216;411;665;126;3406;-3001;411,539;411,665
Thn;Veas;N;;635;411;632;635;412;34;402;36887;3284,5;411,631972;412,033816
Thn;Veas;U;;635;411;632;635;412;34;401;36899;3280;411,632092;412,033578
Ot;Åt;E;;631;411;770;631;412;118;349;20445;-590,5;411,7699732;412,1180916
Vdv;Ld;E;;391;411;775;391;411;998;223;39404;579;411,775495;411,998316
Hnl;Hsd;E;;233;411;779;233;412;327;547;4271;-397;411,779;412,326994
Hnn;Hnb;E;;216;411;780;216;411;867;87;3407;-640;411,78;411,867
A;A;;skysp;612;411;799;612;411;828;29;37548;1000;411,7988497;411,8280367
A;A;;skysp;612;411;828;612;411;836;8;37549;200;411,8280367;411,8362437
A;A;;3;612;411;833;612;411;870;37;32875;760;411,832771;411,8696897
A;A;;3;612;411;870;612;411;925;55;32875;760;411,8696897;411,92468
A;A;N;2;612;411;905;612;412;156;209;32877;1014;411,904531;412,155982
A;A;U;1;612;411;934;612;412;78;100;32878;956;411,93377;412,07786
A;A;;3;612;412;2;612;412;50;48;37537;1405;412,001702;412,049665
A;A;;3;612;412;85;612;412;292;207;37538;1090;412,084665;412,291582
Öhl;Srn;E;;264;412;103;264;412;304;201;4994;980;412,103;412,304
A;A;U;1;612;412;138;612;412;206;68;10385;1170;412,137861;412,20575
Hnn;Hnb;E;;216;412;243;216;412;448;205;3408;734;412,243;412,448
A;A;;3;612;412;327;612;412;445;118;37540;2200;412,326582;412,444745
A;A;U;1;612;412;346;612;412;383;37;10386;7832;412,3457496;412,38275
A;A;;4;612;412;421;612;412;470;49;37546;300;412,420884;412,46966
Ot;Åt;E;;631;412;458;631;412;544;86;20446;589;412,4581273;412,5437678
Vdv;Ld;E;;391;412;501;391;412;745;244;39405;-568;412,500901;412,74537
A;A;N;2;612;412;503;612;412;538;36;37532;-24000;412,502823;412,538488
A;A;U;1;612;412;550;612;412;594;44;10387;-30000;412,550267;412,594016
A;A;;3;612;412;563;612;412;601;38;37542;-1500;412,563097;412,601282
Hnl;Hsd;E;;233;412;579;233;412;763;184;4272;398;412,578994;412,762994
Thn;Veas;U;;635;412;608;635;413;360;753;36900;-3284,5;412,607578;413,359605
Thn;Veas;N;;635;412;608;635;413;359;751;36888;-3280;412,607816;413,358912
Hnn;Hnb;E;;216;412;642;216;412;684;42;3409;-994;412,642;412,684
A;A;N;2;612;412;678;612;412;701;23;10321;-30000;412,677518;412,700555
Öhl;Srn;E;;264;412;736;264;412;953;217;4995;-970;412,736;412,953
Hnn;Hnb;E;;216;412;858;216;412;917;59;3410;936;412,858;412,917
Ot;Åt;E;;631;412;889;631;413;188;299;24683;-620;412,889;413,188
Hnl;Hsd;E;;233;413;22;233;413;432;410;4273;-359;413,022049;413,432049
Hnn;Hnb;E;;216;413;92;216;413;254;162;3411;-859;413,092;413,254119
Vdv;Ld;E;;391;413;137;391;413;318;182;39406;584;413,136727;413,318414
Ot;Åt;E;;631;413;278;631;413;305;27;20448;-3463;413,278;413,305
Ot;Åt;E;;631;413;385;631;413;530;145;20449;-639;413,385;413,53
A;Bgs;N;;612;413;528;612;413;822;294;10322;-2963;413,5280001;413,8220001
A;Bgs;U;;612;413;544;612;413;828;284;10388;-3090;413,5440001;413,8280002
Hnl;Hsd;E;;233;413;598;233;413;894;296;4274;356;413,598;413,89399
Hnn;Hnb;E;;216;413;694;216;413;777;83;3412;-883;413,694;413,7769902
Ot;Åt;E;;631;413;713;631;414;46;331;20450;428;413,713;414,046
Hnb;Hnb;E;3;216;413;777;216;413;822;45;3412;-883;413,7769902;413,822
Hsd;Hsd;E;2;233;413;894;233;414;31;137;4274;356;413,8939902;414,031
Vdv;Ld;E;;391;413;895;391;414;335;445;39407;-2360;413,894538;414,335011
A;Bgs;U;;612;413;942;612;414;287;346;10389;-604;413,9420001;414,2869001
A;Bgs;N;;612;413;948;612;414;288;339;10323;-600;413,9480002;414,2882002
Hnb;Hnb;E;3;216;413;967;216;413;1002;35;3413;1412;413,967;414,002
Grd;Lns;U;;813;414;4;813;414;740;736;13208;1785,5;414,0040199;414,7396499
Grd;Lns;N;;813;414;5;813;414;740;735;13052;1790;414,005;414,74
Öhl;Srn;E;;264;414;130;264;414;224;94;4996;935;414,13;414,224
Hsd;Hsd;E;2;233;414;245;233;414;396;151;33764;-425;414,245;414,396
Hsd;Hsd;;1;233;414;257;233;414;365;108;4275;-351;414,257;414,3650003
Ot;Åt;E;;631;414;309;631;414;348;39;20451;568;414,3092759;414,3478026
Hnb;Hnb;E;3;216;414;310;216;414;380;70;3414;868;414,31;414,380317
Veas;Vpm;U;;635;414;432;635;415;652;1219;36902;3280;414,43186;415,651737
Veas;Vpm;N;;635;414;432;635;415;653;1221;36889;3284,5;414,43186;415,652828
Öhl;Srn;E;;264;414;520;264;414;786;266;4997;-970;414,52;414,786
Hnb;Hnb;E;3;216;414;910;216;414;953;43;3415;-640;414,91;414,953
Vdv;Ld;E;;391;415;81;391;415;669;588;39408;2058;415,081244;415,668953
Hsd;Hsd;E;2;233;415;161;233;415;362;201;33765;-1355;415,161;415,361957
Hsd;Hsd;;1;233;415;206;233;415;227;21;4276;-490;415,206;415,227
A;Bgs;N;;612;415;213;612;415;342;129;10324;-590;415,2130002;415,3420002
A;Bgs;U;;612;415;218;612;415;340;122;10390;-583;415,2180004;415,3400004
Ot;Åt;E;;631;415;351;631;415;635;284;20452;1173;415,3508756;415,6349522
Hsd;Hsd;E;2;233;415;362;233;415;382;20;33765;-1355;415,361957;415,382
A;Bgs;U;;612;415;397;612;415;734;337;10391;-703;415,3970004;415,7340004
A;Bgs;N;;612;415;426;612;415;732;306;10325;-700;415,4260002;415,7320002
Hsd;Hsd;E;2;233;415;443;233;415;795;352;33766;-448;415,443;415,795
Hnb;Öbn;E;;216;415;795;216;415;837;42;3416;920;415,795;415,837
Hnb;Öbn;E;;216;415;872;216;415;911;39;3417;1270;415,872;415,911
Hnb;Öbn;E;;216;415;971;216;416;20;50;3418;635;415,971;416,01982
A;Bgs;N;;612;415;993;612;416;69;73;10326;645;415,9930002;416,0692002
A;Bgs;U;;612;415;993;612;416;73;80;10393;650;415,9930004;416,0725005
Hsd;Hsd;E;2;233;415;995;233;416;38;56;33732;460;415,995;416,038228
Vdv;Ld;E;;391;416;93;391;416;276;183;39409;-2206;416,093379;416,275965
Hsd;Hsd;;6;233;416;110;233;416;179;69;33820;460;416,110423;416,179404
Ot;Åt;E;;631;416;151;631;416;210;59;20453;-608;416,1509453;416,2101146
Hsd;Hsd;;6;233;416;179;233;416;202;23;33820;460;416,179404;416,202404
Hsd;Mbv;;;237;416;202;237;416;288;86;33820;460;416,202404;416,288
Öhl;Srn;E;;264;416;301;264;416;519;218;4998;970;416,301;416,519
Hsd;Svj;E;;232;416;301;232;417;81;780;33733;-1219;416,301228;417,081
Hnb;Öbn;E;;216;416;382;216;416;583;201;3419;-590;416,382;416,583
Hsd;Mbv;;;237;416;443;237;416;528;85;4279;-605;416,4433051;416,5283049
Ot;Åt;E;;631;416;458;631;416;716;258;20454;1237;416,4579591;416,7160576
Vdv;Ld;E;;391;416;458;391;416;591;133;39410;460;416,458046;416,590862
Veas;Vpm;N;;635;416;505;635;418;705;2200;36890;6000;416,505041;418,705041
Veas;Vpm;U;;635;416;505;635;418;704;2198;36903;5995,5;416,505044;418,704407
Lns;Lns;;101a-b;813;416;583;813;416;620;37;35788;1200;416,5828337;416,619998
Lns;Lns;;101a-b;813;416;639;813;416;666;28;35789;-1200;416,638552;416,6662047
Öhl;Srn;E;;264;416;707;264;417;46;339;4999;-990;416,707;417,0462
Lns;Lns;;132a-b;813;416;750;813;416;784;34;35790;-1200;416,7500753;416,783887
Lns;Lns;;132a-b;813;416;802;813;416;833;31;35791;1200;416,80244;416,8334463
Hsd;Mbv;;;237;416;848;237;416;917;69;4280;-614;416,8483051;416,917
Ot;Åt;E;;631;416;856;631;417;228;371;20455;1175;416,8560576;417,2279902
Hnb;Öbn;E;;216;417;56;216;417;162;106;3421;1497;417,05556;417,16156
A;Bgs;N;;612;417;56;612;417;352;296;10327;689;417,0558003;417,35199
A;Bgs;U;;612;417;61;612;417;352;291;10394;678;417,0611003;417,3519905
Vdv;Ld;E;;391;417;183;391;417;472;290;39411;-896;417,182538;417,472137
Åt;Åt;E;1;631;417;228;631;417;383;155;20455;1175;417,227991;417,3832737
Mbv;Äsb;;;237;417;231;237;417;287;56;4281;-600;417,2313;417,2873
Bgs;Bgs;N;1;612;417;352;612;417;408;56;10327;689;417,35199;417,4078003
Bgs;Bgs;U;2;612;417;352;612;417;400;48;10394;678;417,3519902;417,4001003
Lns;Mo;U;;813;417;430;813;418;23;594;13212;2043;417,42986;418,023204
Lns;Mo;N;;813;417;430;813;418;25;595;33647;2047,5;417,430035;418,025091
Hsd;Svj;E;;232;417;476;232;418;351;875;33735;1942;417,476;418,351
Åt;Åt;;2;631;417;514;631;417;537;23;23002;300;417,514007;417,537249
Hnb;Öbn;E;;216;417;530;216;417;780;250;3422;895;417,53;417,78
